Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-08-04 09:30:00-04:00,35.689998626708984,35.709999084472656,35.59199905395508,35.619998931884766,8038464,0,0
2022-08-04 09:31:00-04:00,35.47119903564453,35.52000045776367,35.44329833984375,35.500099182128906,774580,0,0
2022-08-04 09:32:00-04:00,35.5,35.790000915527344,35.459999084472656,35.779998779296875,803781,0,0
2022-08-04 09:33:00-04:00,35.709999084472656,35.75,35.665000915527344,35.68000030517578,771239,0,0
2022-08-04 09:34:00-04:00,35.75,35.790000915527344,35.73500061035156,35.75019836425781,470077,0,0
2022-08-04 09:35:00-04:00,35.75,36.0,35.72999954223633,35.94499969482422,1236691,0,0
2022-08-04 09:36:00-04:00,35.959999084472656,35.959999084472656,35.92959976196289,35.92959976196289,711190,0,0
2022-08-04 09:37:00-04:00,35.87990188598633,35.900001525878906,35.832401275634766,35.84000015258789,559649,0,0
2022-08-04 09:38:00-04:00,35.667999267578125,35.720001220703125,35.619998931884766,35.630001068115234,792453,0,0
2022-08-04 09:39:00-04:00,35.625,35.72999954223633,35.5099983215332,35.546600341796875,614576,0,0
2022-08-04 09:40:00-04:00,35.66999816894531,35.689998626708984,35.650001525878906,35.685001373291016,619121,0,0
2022-08-04 09:41:00-04:00,35.75,35.869998931884766,35.7401008605957,35.869998931884766,573577,0,0
2022-08-04 09:42:00-04:00,35.834999084472656,35.97999954223633,35.8302001953125,35.90140151977539,823675,0,0
2022-08-04 09:43:00-04:00,36.0,36.01499938964844,36.0,36.0,858505,0,0
2022-08-04 09:44:00-04:00,36.04990005493164,36.119998931884766,36.04990005493164,36.09170150756836,819838,0,0
2022-08-04 09:45:00-04:00,36.0,36.06880187988281,35.97010040283203,36.04999923706055,940908,0,0
2022-08-04 09:46:00-04:00,36.16999816894531,36.16999816894531,36.15999984741211,36.160099029541016,1029650,0,0
2022-08-04 09:47:00-04:00,36.12990188598633,36.130001068115234,36.11989974975586,36.119998931884766,686522,0,0
2022-08-04 09:48:00-04:00,36.04999923706055,36.119998931884766,36.04999923706055,36.11000061035156,503858,0,0
2022-08-04 09:49:00-04:00,36.0,36.02000045776367,35.970001220703125,35.974998474121094,622911,0,0
2022-08-04 09:50:00-04:00,36.0,36.03499984741211,35.994998931884766,36.029998779296875,1043446,0,0
2022-08-04 09:51:00-04:00,35.959999084472656,36.05759811401367,35.93000030517578,36.01499938964844,416854,0,0
2022-08-04 09:52:00-04:00,36.0,36.0,35.78499984741211,35.80500030517578,685741,0,0
2022-08-04 09:53:00-04:00,35.75199890136719,35.75199890136719,35.599998474121094,35.66960144042969,698426,0,0
2022-08-04 09:54:00-04:00,35.66999816894531,35.849998474121094,35.66999816894531,35.849998474121094,709954,0,0
2022-08-04 09:55:00-04:00,35.85060119628906,35.93000030517578,35.77149963378906,35.904998779296875,585388,0,0
2022-08-04 09:56:00-04:00,35.959999084472656,35.959999084472656,35.95000076293945,35.95000076293945,481799,0,0
2022-08-04 09:57:00-04:00,36.0,36.01499938964844,36.0,36.01499938964844,719372,0,0
2022-08-04 09:58:00-04:00,36.029998779296875,36.09000015258789,35.95000076293945,36.02000045776367,524040,0,0
2022-08-04 09:59:00-04:00,36.0099983215332,36.04999923706055,35.90999984741211,35.931400299072266,391209,0,0
2022-08-04 10:00:00-04:00,35.939998626708984,35.95000076293945,35.79999923706055,35.85499954223633,396888,0,0
2022-08-04 10:01:00-04:00,35.849998474121094,36.0099983215332,35.849998474121094,36.0,383631,0,0
2022-08-04 10:02:00-04:00,35.9900016784668,36.119998931884766,35.959999084472656,36.11940002441406,504718,0,0
2022-08-04 10:03:00-04:00,36.1150016784668,36.15999984741211,36.040000915527344,36.064998626708984,569189,0,0
2022-08-04 10:04:00-04:00,36.0525016784668,36.089698791503906,35.980098724365234,36.06840133666992,323315,0,0
2022-08-04 10:05:00-04:00,36.060001373291016,36.13999938964844,36.02000045776367,36.100101470947266,489545,0,0
2022-08-04 10:06:00-04:00,36.09960174560547,36.13999938964844,35.869998931884766,35.944400787353516,610845,0,0
2022-08-04 10:07:00-04:00,35.939998626708984,35.970001220703125,35.849998474121094,35.95000076293945,386047,0,0
2022-08-04 10:08:00-04:00,35.95000076293945,36.0,35.822601318359375,35.869998931884766,317340,0,0
2022-08-04 10:09:00-04:00,35.869998931884766,35.95000076293945,35.79999923706055,35.880001068115234,312285,0,0
2022-08-04 10:10:00-04:00,35.88999938964844,35.95000076293945,35.84989929199219,35.88999938964844,259354,0,0
2022-08-04 10:11:00-04:00,35.890098571777344,35.91999816894531,35.72999954223633,35.739898681640625,391407,0,0
2022-08-04 10:12:00-04:00,35.72999954223633,35.830101013183594,35.689998626708984,35.80500030517578,610550,0,0
2022-08-04 10:13:00-04:00,35.80120086669922,35.869998931884766,35.760101318359375,35.78499984741211,263384,0,0
2022-08-04 10:14:00-04:00,35.779998779296875,35.79999923706055,35.654998779296875,35.72999954223633,726886,0,0
2022-08-04 10:15:00-04:00,35.709999084472656,35.86000061035156,35.66999816894531,35.66999816894531,508538,0,0
2022-08-04 10:16:00-04:00,35.6703987121582,35.7588005065918,35.5,35.52000045776367,670683,0,0
2022-08-04 10:17:00-04:00,35.52000045776367,35.52000045776367,35.34000015258789,35.44499969482422,985039,0,0
2022-08-04 10:18:00-04:00,35.439998626708984,35.51499938964844,35.38999938964844,35.40999984741211,472647,0,0
2022-08-04 10:19:00-04:00,35.40999984741211,35.57500076293945,35.40119934082031,35.540000915527344,454278,0,0
2022-08-04 10:20:00-04:00,35.53499984741211,35.588401794433594,35.459999084472656,35.5,360266,0,0
2022-08-04 10:21:00-04:00,35.5,35.560001373291016,35.43000030517578,35.54999923706055,323455,0,0
2022-08-04 10:22:00-04:00,35.560001373291016,35.68000030517578,35.560001373291016,35.654998779296875,620144,0,0
2022-08-04 10:23:00-04:00,35.65010070800781,35.67499923706055,35.52090072631836,35.61000061035156,341188,0,0
2022-08-04 10:24:00-04:00,35.609901428222656,35.63970184326172,35.54010009765625,35.560001373291016,262392,0,0
2022-08-04 10:25:00-04:00,35.560001373291016,35.599998474121094,35.45000076293945,35.51499938964844,364909,0,0
2022-08-04 10:26:00-04:00,35.52000045776367,35.654998779296875,35.5099983215332,35.63999938964844,329024,0,0
2022-08-04 10:27:00-04:00,35.64500045776367,35.650001525878906,35.53099822998047,35.59000015258789,276674,0,0
2022-08-04 10:28:00-04:00,35.599998474121094,35.60499954223633,35.5099983215332,35.529998779296875,134683,0,0
2022-08-04 10:29:00-04:00,35.52000045776367,35.529998779296875,35.36980056762695,35.41999816894531,509456,0,0
2022-08-04 10:30:00-04:00,35.41999816894531,35.46820068359375,35.279998779296875,35.29499816894531,678322,0,0
2022-08-04 10:31:00-04:00,35.29180145263672,35.45000076293945,35.279998779296875,35.41999816894531,485631,0,0
2022-08-04 10:32:00-04:00,35.41999816894531,35.44779968261719,35.34000015258789,35.39440155029297,324980,0,0
2022-08-04 10:33:00-04:00,35.38819885253906,35.40999984741211,35.279998779296875,35.31999969482422,343245,0,0
2022-08-04 10:34:00-04:00,35.31169891357422,35.33000183105469,35.130001068115234,35.13999938964844,844592,0,0
2022-08-04 10:35:00-04:00,35.130001068115234,35.15019989013672,34.994998931884766,35.0,942939,0,0
2022-08-04 10:36:00-04:00,35.0099983215332,35.06999969482422,34.970001220703125,35.02000045776367,649462,0,0
2022-08-04 10:37:00-04:00,35.02000045776367,35.130001068115234,35.0099983215332,35.04249954223633,396004,0,0
2022-08-04 10:38:00-04:00,35.060001373291016,35.11000061035156,34.97999954223633,35.0,509836,0,0
2022-08-04 10:39:00-04:00,34.9900016784668,35.060001373291016,34.959999084472656,35.03499984741211,406102,0,0
2022-08-04 10:40:00-04:00,35.029998779296875,35.099998474121094,34.96009826660156,35.060001373291016,718872,0,0
2022-08-04 10:41:00-04:00,35.060001373291016,35.189998626708984,35.0369987487793,35.15999984741211,426485,0,0
2022-08-04 10:42:00-04:00,35.154998779296875,35.1599006652832,35.05189895629883,35.09339904785156,380175,0,0
2022-08-04 10:43:00-04:00,35.084999084472656,35.109901428222656,35.0099983215332,35.09000015258789,289103,0,0
2022-08-04 10:44:00-04:00,35.098899841308594,35.16999816894531,35.079898834228516,35.11029815673828,561815,0,0
2022-08-04 10:45:00-04:00,35.10499954223633,35.13999938964844,35.064998626708984,35.13959884643555,330153,0,0
2022-08-04 10:46:00-04:00,35.13050079345703,35.197601318359375,35.09000015258789,35.099998474121094,412442,0,0
2022-08-04 10:47:00-04:00,35.09000015258789,35.25,35.09000015258789,35.23780059814453,460464,0,0
2022-08-04 10:48:00-04:00,35.22999954223633,35.410099029541016,35.22999954223633,35.36980056762695,929952,0,0
2022-08-04 10:49:00-04:00,35.369998931884766,35.400001525878906,35.31999969482422,35.35749816894531,464111,0,0
2022-08-04 10:50:00-04:00,35.36000061035156,35.439998626708984,35.29999923706055,35.369998931884766,460702,0,0
2022-08-04 10:51:00-04:00,35.369998931884766,35.415000915527344,35.30059814453125,35.415000915527344,321121,0,0
2022-08-04 10:52:00-04:00,35.40999984741211,35.47999954223633,35.380001068115234,35.4099006652832,501309,0,0
2022-08-04 10:53:00-04:00,35.400001525878906,35.43000030517578,35.36000061035156,35.39860153198242,338413,0,0
2022-08-04 10:54:00-04:00,35.400001525878906,35.43989944458008,35.349998474121094,35.400001525878906,264342,0,0
2022-08-04 10:55:00-04:00,35.400001525878906,35.474998474121094,35.398799896240234,35.46070098876953,268654,0,0
2022-08-04 10:56:00-04:00,35.46870040893555,35.52989959716797,35.43149948120117,35.5,348505,0,0
2022-08-04 10:57:00-04:00,35.50740051269531,35.579898834228516,35.4718017578125,35.564998626708984,430650,0,0
2022-08-04 10:58:00-04:00,35.56880187988281,35.61000061035156,35.560001373291016,35.56010055541992,405480,0,0
2022-08-04 10:59:00-04:00,35.56100082397461,35.597198486328125,35.4900016784668,35.529998779296875,429869,0,0
2022-08-04 11:00:00-04:00,35.520599365234375,35.630001068115234,35.520599365234375,35.630001068115234,313913,0,0
2022-08-04 11:02:00-04:00,35.529998779296875,35.560001373291016,35.439998626708984,35.459999084472656,730486,0,0
2022-08-04 11:03:00-04:00,35.470001220703125,35.5099983215332,35.4359016418457,35.46189880371094,278145,0,0
2022-08-04 11:04:00-04:00,35.470001220703125,35.5099983215332,35.43000030517578,35.43000030517578,216426,0,0
2022-08-04 11:05:00-04:00,35.43000030517578,35.508201599121094,35.41999816894531,35.500099182128906,215179,0,0
2022-08-04 11:06:00-04:00,35.5,35.58000183105469,35.4989013671875,35.54790115356445,295012,0,0
2022-08-04 11:07:00-04:00,35.54999923706055,35.58000183105469,35.5,35.51900100708008,215056,0,0
2022-08-04 11:08:00-04:00,35.51499938964844,35.59000015258789,35.47999954223633,35.540000915527344,240399,0,0
2022-08-04 11:09:00-04:00,35.54999923706055,35.560001373291016,35.420101165771484,35.439998626708984,209291,0,0
2022-08-04 11:10:00-04:00,35.43000030517578,35.52880096435547,35.43000030517578,35.525001525878906,199755,0,0
2022-08-04 11:11:00-04:00,35.529998779296875,35.53450012207031,35.25,35.255001068115234,672194,0,0
2022-08-04 11:12:00-04:00,35.2588996887207,35.34000015258789,35.189998626708984,35.189998626708984,734135,0,0
2022-08-04 11:13:00-04:00,35.189998626708984,35.2400016784668,35.150001525878906,35.179901123046875,540587,0,0
2022-08-04 11:14:00-04:00,35.1692008972168,35.205101013183594,35.130001068115234,35.13999938964844,194274,0,0
2022-08-04 11:15:00-04:00,35.13999938964844,35.167598724365234,35.06999969482422,35.119998931884766,328946,0,0
2022-08-04 11:16:00-04:00,35.11000061035156,35.20000076293945,35.080101013183594,35.20000076293945,175682,0,0
2022-08-04 11:17:00-04:00,35.209999084472656,35.38999938964844,35.189998626708984,35.36000061035156,564002,0,0
2022-08-04 11:18:00-04:00,35.36000061035156,35.38990020751953,35.33000183105469,35.36000061035156,304193,0,0
2022-08-04 11:19:00-04:00,35.36000061035156,35.380001068115234,35.30500030517578,35.329200744628906,185491,0,0
